feature,cluster
cnv_depth__IBNLCO_05244__IBNLCO_05244__gene__promoter,848
cnv_depth__IBNLCO_05245__IBNLCO_05245__gene__promoter,2302
cnv_depth__IBNLCO_05245__Methyltransferase__CDS,1642
cnv_depth__IBNLCO_05246__Membrane__CDS__promoter,400
cnv_depth__IBNLCO_05246__IBNLCO_05246__gene,400
cnv_depth__IBNLCO_05247__hypothetical__CDS__promoter,4232
cnv_depth__IBNLCO_05247__IBNLCO_05247__gene,1750
cnv_depth__IBNLCO_05248__trnI__gene,964
cnv_depth__IBNLCO_05248__trnI__gene__promoter,2466
cnv_depth__IBNLCO_05249__rpoD__gene,2243
cnv_depth__IBNLCO_05249__rpoD__gene__promoter,881
cnv_depth__IBNLCO_05250__DNA__CDS__promoter,1932
cnv_depth__IBNLCO_05251__Transamidase__CDS__promoter,670
cnv_depth__IBNLCO_05252__IBNLCO_05252__gene,4223
cnv_depth__IBNLCO_05252__IBNLCO_05252__gene__promoter,672
cnv_depth__IBNLCO_05253__IBNLCO_05253__gene,655
cnv_depth__IBNLCO_05254__IBNLCO_05254__gene__promoter,462
cnv_depth__IBNLCO_05253__Ferredoxin--NADP__CDS__promoter,3175
cnv_depth__IBNLCO_05254__tRNA__CDS,1056
cnv_depth__IBNLCO_05255__GTP__CDS__promoter,1773
cnv_depth__IBNLCO_05256__IBNLCO_05256__gene__promoter,1845
cnv_depth__IBNLCO_05258__Exodeoxyribonuclease__CDS,264
cnv_depth__IBNLCO_05257__Octaprenyl__CDS__promoter,264
cnv_depth__IBNLCO_05258__Exodeoxyribonuclease__CDS__promoter,2283
cnv_depth__IBNLCO_05259__(2Fe-2S)-binding__CDS__promoter,2003
cnv_depth__IBNLCO_05259__(2Fe-2S)-binding__CDS,4497
cnv_depth__IBNLCO_05260__gnl|Bakta|IBNLCO_05260__CDS__promoter,3215
cnv_depth__IBNLCO_05261__IBNLCO_05261__gene__promoter,1755
cnv_depth__IBNLCO_05262__DUF2134__CDS__promoter,1192
cnv_depth__IBNLCO_05262__IBNLCO_05262__gene,3923
cnv_depth__IBNLCO_05263__IBNLCO_05263__gene,892
cnv_depth__IBNLCO_05263__Respiratory__CDS__promoter,7677
cnv_depth__IBNLCO_05264__IBNLCO_05264__gene,1390
cnv_depth__IBNLCO_05265__IBNLCO_05265__gene__promoter,1962
cnv_depth__IBNLCO_05264__DNA__CDS__promoter,459
cnv_depth__IBNLCO_05265__IBNLCO_05265__gene,1367
cnv_depth__IBNLCO_05266__IBNLCO_05266__gene__promoter,633
cnv_depth__IBNLCO_05266__hypothetical__CDS,2012
cnv_depth__IBNLCO_05267__DUF523__CDS__promoter,1877
cnv_depth__IBNLCO_05267__IBNLCO_05267__gene,2107
cnv_depth__IBNLCO_05268__IBNLCO_05268__gene,53
cnv_depth__IBNLCO_05268__IBNLCO_05268__gene__promoter,1707
cnv_depth__IBNLCO_05269__IBNLCO_05269__gene__promoter,4313
cnv_depth__IBNLCO_05269__hypothetical__CDS,981
cnv_depth__IBNLCO_05270__IBNLCO_05270__gene,1429
cnv_depth__IBNLCO_05271__hypothetical__CDS__promoter,605
cnv_depth__IBNLCO_05270__AMP__CDS__promoter,605
cnv_depth__IBNLCO_05271__hypothetical__CDS,1729
cnv_depth__IBNLCO_05272__IBNLCO_05272__gene__promoter,1906
cnv_depth__IBNLCO_05273__Transmembrane__CDS__promoter,465
cnv_depth__IBNLCO_05274__IBNLCO_05274__gene,1448
cnv_depth__IBNLCO_05275__HTH-type__CDS__promoter,4089
cnv_depth__IBNLCO_05274__hypothetical__CDS__promoter,1873
cnv_depth__IBNLCO_05275__HTH-type__CDS,1248
cnv_depth__IBNLCO_05276__IBNLCO_05276__gene__promoter,1855
cnv_depth__IBNLCO_05276__IBNLCO_05276__gene,1949
cnv_depth__IBNLCO_05277__IBNLCO_05277__gene,1044
cnv_depth__IBNLCO_05277__hypothetical__CDS__promoter,1833
cnv_depth__IBNLCO_05278__IBNLCO_05278__gene__promoter,577
cnv_depth__IBNLCO_05279__Phosphatidic__CDS__promoter,577
cnv_depth__IBNLCO_05280__Molybdate__CDS__promoter,2266
cnv_depth__IBNLCO_05280__Molybdate__CDS,2780
cnv_depth__IBNLCO_05281__Molybdenum__CDS__promoter,1927
cnv_depth__IBNLCO_05281__IBNLCO_05281__gene,4098
cnv_depth__IBNLCO_05282__Sulfate/thiosulfate__CDS__promoter,613
cnv_depth__IBNLCO_05283__IBNLCO_05283__gene__promoter,861
cnv_depth__IBNLCO_05284__CHAD__CDS,1623
cnv_depth__IBNLCO_05284__CHAD__CDS__promoter,1072
cnv_depth__IBNLCO_05285__Tautomerase__CDS,2022
cnv_depth__IBNLCO_05286__lysR__gene__promoter,944
cnv_depth__IBNLCO_05285__IBNLCO_05285__gene__promoter,2642
cnv_depth__IBNLCO_05286__Transcriptional__CDS,1783
cnv_depth__IBNLCO_05287__eamA__gene__promoter,1922
cnv_depth__IBNLCO_05288__histidine__CDS__promoter,1221
cnv_depth__IBNLCO_05288__histidine__CDS,1774
cnv_depth__IBNLCO_05289__IBNLCO_05289__gene__promoter,549
cnv_depth__IBNLCO_05290__Thiamine__CDS__promoter,1298
cnv_depth__IBNLCO_05290__IBNLCO_05290__gene,2853
cnv_depth__IBNLCO_05291__1%2C4-alpha-glucan__CDS__promoter,2048
cnv_depth__IBNLCO_05292__Methyltransferase__CDS__promoter,2215
cnv_depth__IBNLCO_05292__Methyltransferase__CDS,4579
cnv_depth__IBNLCO_05293__Proline--tRNA__CDS__promoter,1580
cnv_depth__IBNLCO_05293__IBNLCO_05293__gene,2756
cnv_depth__IBNLCO_05294__IBNLCO_05294__gene,1016
cnv_depth__IBNLCO_05294__IBNLCO_05294__gene__promoter,445
cnv_depth__IBNLCO_05295__IBNLCO_05295__gene__promoter,445
cnv_depth__IBNLCO_05295__IBNLCO_05295__gene,943
cnv_depth__IBNLCO_05296__LysE__CDS,2393
cnv_depth__IBNLCO_05297__AraC__CDS__promoter,4692
cnv_depth__IBNLCO_05296__LysE__CDS__promoter,2293
cnv_depth__IBNLCO_05297__araC__gene,1952
cnv_depth__IBNLCO_05298__IBNLCO_05298__gene,1003
cnv_depth__IBNLCO_05299__IBNLCO_05299__gene__promoter,830
cnv_depth__IBNLCO_05298__IBNLCO_05298__gene__promoter,830
cnv_depth__IBNLCO_05299__IBNLCO_05299__gene,1284
cnv_depth__IBNLCO_05300__lysE__gene,1849
cnv_depth__IBNLCO_05300__lysE__gene__promoter,1152
cnv_depth__IBNLCO_05301__IBNLCO_05301__gene,2169
cnv_depth__IBNLCO_05301__Cupin__CDS__promoter,547
cnv_depth__IBNLCO_05302__IBNLCO_05302__gene,4163
cnv_depth__IBNLCO_05303__IBNLCO_05303__gene,2167
cnv_depth__IBNLCO_05302__4-hydroxy-2-oxovalerate__CDS__promoter,737
cnv_depth__IBNLCO_05304__lgrE__gene,1170
cnv_depth__IBNLCO_05303__IBNLCO_05303__gene__promoter,2281
cnv_depth__IBNLCO_05305__IBNLCO_05305__gene,4001
cnv_depth__IBNLCO_05304__Linear__CDS__promoter,894
cnv_depth__IBNLCO_05305__Branched-chain-amino-acid__CDS__promoter,1134
cnv_depth__IBNLCO_05306__IBNLCO_05306__gene,664
cnv_depth__IBNLCO_05306__Putative__CDS__promoter,1293
cnv_depth__IBNLCO_05307__Linear__CDS,1747
cnv_depth__IBNLCO_05307__Linear__CDS__promoter,2741
cnv_depth__IBNLCO_05308__IBNLCO_05308__gene,1892
cnv_depth__IBNLCO_05308__Chlorinating__CDS__promoter,4834
cnv_depth__IBNLCO_05309__Carrier__CDS,1907
cnv_depth__IBNLCO_05310__Tyrocidine__CDS,2292
cnv_depth__IBNLCO_05309__Carrier__CDS__promoter,1595
cnv_depth__IBNLCO_05310__IBNLCO_05310__gene__promoter,1449
cnv_depth__IBNLCO_05311__HTH__CDS,2014
cnv_depth__IBNLCO_05312__Activator__CDS,1067
cnv_depth__IBNLCO_05311__IBNLCO_05311__gene__promoter,1965
cnv_depth__IBNLCO_05312__IBNLCO_05312__gene__promoter,995
cnv_depth__IBNLCO_05313__Transmembrane__CDS,1607
cnv_depth__IBNLCO_05314__IBNLCO_05314__gene__promoter,2311
cnv_depth__IBNLCO_05313__Transmembrane__CDS__promoter,1757
cnv_depth__IBNLCO_05314__IBNLCO_05314__gene,1543
cnv_depth__IBNLCO_05316__DUF2384__CDS,1133
cnv_depth__IBNLCO_05315__IBNLCO_05315__gene__promoter,5188
cnv_depth__IBNLCO_05317__hypothetical__CDS__promoter,1084
cnv_depth__IBNLCO_05316__DUF2384__CDS__promoter,3258
cnv_depth__IBNLCO_05317__hypothetical__CDS,1181
cnv_depth__IBNLCO_05318__IBNLCO_05318__gene,3337
cnv_depth__IBNLCO_05318__Metal-dependent__CDS__promoter,3303
cnv_depth__IBNLCO_05319__IBNLCO_05319__gene__promoter,1226
cnv_depth__IBNLCO_05319__Peptidyl-prolyl__CDS,2287
cnv_depth__IBNLCO_05320__HTH__CDS__promoter,2373
cnv_depth__IBNLCO_05321__IBNLCO_05321__gene__promoter,2907
cnv_depth__IBNLCO_05323__IBNLCO_05323__gene,1573
cnv_depth__IBNLCO_05322__D-inositol-3-phosphate__CDS__promoter,1155
cnv_depth__IBNLCO_05323__IBNLCO_05323__gene__promoter,1288
cnv_depth__IBNLCO_05324__IBNLCO_05324__gene,617
cnv_depth__IBNLCO_05324__D-inositol-3-phosphate__CDS__promoter,1362
cnv_depth__IBNLCO_05325__Glycosyltransferase__CDS,1995
cnv_depth__IBNLCO_05325__Glycosyltransferase__CDS__promoter,1087
cnv_depth__IBNLCO_05326__Lipopolysaccharide__CDS,1921
cnv_depth__IBNLCO_05326__Lipopolysaccharide__CDS__promoter,2286
cnv_depth__IBNLCO_05327__Polysaccharide__CDS,1737
cnv_depth__IBNLCO_05328__gnl|Bakta|IBNLCO_05328__CDS,2359
cnv_depth__IBNLCO_05327__Polysaccharide__CDS__promoter,1521
cnv_depth__IBNLCO_05328__gnl|Bakta|IBNLCO_05328__CDS__promoter,1941
cnv_depth__IBNLCO_05329__UDP-glucose__CDS,1556
cnv_depth__IBNLCO_05329__UDP-glucose__CDS__promoter,6028
cnv_depth__IBNLCO_05330__UDP-glucose:undecaprenyl-phosphate__CDS,9396
cnv_depth__IBNLCO_05330__UDP-glucose:undecaprenyl-phosphate__CDS__promoter,924
cnv_depth__IBNLCO_05331__mannose-1-phosphate__CDS__promoter,734
cnv_depth__IBNLCO_05331__mannose-1-phosphate__CDS,1986
cnv_depth__IBNLCO_05332__Insertion__CDS,1423
cnv_depth__IBNLCO_05332__Insertion__CDS__promoter,2058
cnv_depth__IBNLCO_05333__DUF3501__CDS,878
cnv_depth__IBNLCO_05333__DUF3501__CDS__promoter,1961
cnv_depth__IBNLCO_05334__Cysteine-rich__CDS,1477
cnv_depth__IBNLCO_05334__Cysteine-rich__CDS__promoter,1761
cnv_depth__IBNLCO_05335__Acetylglutamate__CDS,1816
cnv_depth__IBNLCO_05335__Acetylglutamate__CDS__promoter,1628
cnv_depth__IBNLCO_05336__N-acetylmuramoyl-L-alanine__CDS,4794
cnv_depth__IBNLCO_05336__N-acetylmuramoyl-L-alanine__CDS__promoter,2106
cnv_depth__IBNLCO_05338__Polyketide__CDS,3753
cnv_depth__IBNLCO_05337__RNA__CDS__promoter,1706
cnv_depth__IBNLCO_05338__Polyketide__CDS__promoter,1516
cnv_depth__IBNLCO_05339__YCII-related__CDS,2641
cnv_depth__IBNLCO_05339__YCII-related__CDS__promoter,2742
cnv_depth__IBNLCO_05340__ISL3-like__CDS,464
cnv_depth__IBNLCO_05340__ISL3-like__CDS__promoter,961
cnv_depth__IBNLCO_05341__YCII-related__CDS,1017
cnv_depth__IBNLCO_05341__YCII-related__CDS__promoter,1468
cnv_depth__IBNLCO_05342__gnl|Bakta|IBNLCO_05342__CDS__promoter,683
cnv_depth__IBNLCO_05343__DUF883__CDS__promoter,2023
cnv_depth__IBNLCO_05344__Ysc84__CDS__promoter,4471
cnv_depth__IBNLCO_05345__AI-2E__CDS__promoter,719
cnv_depth__IBNLCO_05346__gnl|Bakta|IBNLCO_05346__CDS,829
cnv_depth__IBNLCO_05346__gnl|Bakta|IBNLCO_05346__CDS__promoter,1397
cnv_depth__IBNLCO_05347__IBNLCO_05347__gene__promoter,1868
cnv_depth__IBNLCO_05348__Transport-related__CDS__promoter,1120
cnv_depth__IBNLCO_05348__IBNLCO_05348__gene,1617
cnv_depth__IBNLCO_05349__Enoyl__CDS,2324
cnv_depth__IBNLCO_05349__IBNLCO_05349__gene__promoter,857
cnv_depth__IBNLCO_05350__3-oxoacyl-[acyl-carrier__CDS,864
cnv_depth__IBNLCO_05350__3-oxoacyl-[acyl-carrier__CDS__promoter,1535
cnv_depth__IBNLCO_05351__Phosphoglucosamine__CDS__promoter,872
cnv_depth__IBNLCO_05352__Phosphoglycerate__CDS,1656
cnv_depth__IBNLCO_05353__Aminoglycoside__CDS,3553
cnv_depth__IBNLCO_05352__Phosphoglycerate__CDS__promoter,942
cnv_depth__IBNLCO_05353__Aminoglycoside__CDS__promoter,1080
cnv_depth__IBNLCO_05354__Acyl-CoA__CDS__promoter,7186
cnv_depth__IBNLCO_05355__HTH__CDS__promoter,689
cnv_depth__IBNLCO_05355__HTH__CDS,1627
cnv_depth__IBNLCO_05356__gnl|Bakta|IBNLCO_05356__CDS__promoter,2051
cnv_depth__IBNLCO_05356__gnl|Bakta|IBNLCO_05356__CDS,618
cnv_depth__IBNLCO_05357__DUF3472__CDS,2927
cnv_depth__IBNLCO_05357__DUF3472__CDS__promoter,1509
cnv_depth__IBNLCO_05358__Putative__CDS,1274
cnv_depth__IBNLCO_05358__Putative__CDS__promoter,2081
cnv_depth__IBNLCO_05359__ABC__CDS__promoter,4784
cnv_depth__IBNLCO_05360__Isonitrile__CDS,1165
cnv_depth__IBNLCO_05361__IBNLCO_05361__gene__promoter,1569
cnv_depth__IBNLCO_05360__Isonitrile__CDS__promoter,1959
cnv_depth__IBNLCO_05361__Isonitrile__CDS,941
cnv_depth__IBNLCO_05362__Tryptophan--tRNA__CDS__promoter,1098
cnv_depth__IBNLCO_05363__Glycine__CDS__promoter,2284
cnv_depth__IBNLCO_05363__Glycine__CDS,4361
cnv_depth__IBNLCO_05364__hypothetical__CDS,446
cnv_depth__IBNLCO_05364__hypothetical__CDS__promoter,1400
cnv_depth__IBNLCO_05365__CPBP__CDS__promoter,1908
cnv_depth__IBNLCO_05365__CPBP__CDS,1494
cnv_depth__IBNLCO_05366__Voltage-gated__CDS,877
cnv_depth__IBNLCO_05366__Voltage-gated__CDS__promoter,143
cnv_depth__unknown__unknown__regulatory.19,143
cnv_depth__IBNLCO_05367__IBNLCO_05367__gene,6202
cnv_depth__IBNLCO_05367__Haloacid__CDS__promoter,2121
cnv_depth__IBNLCO_05368__Protein-glutamate__CDS,3722
cnv_depth__IBNLCO_05368__Protein-glutamate__CDS__promoter,3111
cnv_depth__IBNLCO_05370__Chemotaxis__CDS,2011
cnv_depth__IBNLCO_05369__histidine__CDS__promoter,1683
cnv_depth__IBNLCO_05371__cheR__gene,947
cnv_depth__IBNLCO_05370__Chemotaxis__CDS__promoter,1957
cnv_depth__IBNLCO_05372__CheW-like__CDS,2196
cnv_depth__IBNLCO_05371__Chemotaxis__CDS__promoter,1759
cnv_depth__IBNLCO_05372__CheW-like__CDS__promoter,1043
cnv_depth__IBNLCO_05373__Methyl-accepting__CDS__promoter,1110
cnv_depth__IBNLCO_05374__IBNLCO_05374__gene,835
cnv_depth__IBNLCO_05374__histidine__CDS__promoter,2774
cnv_depth__IBNLCO_05375__MaoC-like__CDS__promoter,4759
cnv_depth__IBNLCO_05375__IBNLCO_05375__gene,993
cnv_depth__IBNLCO_05376__hypothetical__CDS__promoter,993
cnv_depth__IBNLCO_05376__IBNLCO_05376__gene,1037
cnv_depth__IBNLCO_05377__IBNLCO_05377__gene,1606
cnv_depth__IBNLCO_05377__hypothetical__CDS__promoter,1876
cnv_depth__IBNLCO_05378__IBNLCO_05378__gene,4697
cnv_depth__IBNLCO_05378__Acetolactate__CDS__promoter,2379
cnv_depth__IBNLCO_05379__Sodium:proton__CDS__promoter,1589
cnv_depth__IBNLCO_05380__IBNLCO_05380__gene,3838
cnv_depth__IBNLCO_05380__DUF445__CDS__promoter,962
cnv_depth__IBNLCO_05381__IBNLCO_05381__gene,852
cnv_depth__IBNLCO_05382__Cardiolipin__CDS__promoter,604
cnv_depth__IBNLCO_05381__N-acetyltransferase__CDS__promoter,604
cnv_depth__IBNLCO_05383__IBNLCO_05383__gene,745
cnv_depth__IBNLCO_05383__HIT__CDS__promoter,1300
cnv_depth__IBNLCO_05384__IBNLCO_05384__gene,1352
cnv_depth__IBNLCO_05385__IBNLCO_05385__gene,2338
cnv_depth__IBNLCO_05384__Anthranilate__CDS__promoter,4438
cnv_depth__IBNLCO_05385__Anthranilate__CDS__promoter,1943
cnv_depth__IBNLCO_05386__IBNLCO_05386__gene,2046
cnv_depth__IBNLCO_05386__Anthranilate__CDS__promoter,1496
cnv_depth__IBNLCO_05387__IBNLCO_05387__gene,866
cnv_depth__IBNLCO_05387__Anthranilate__CDS__promoter,2392
cnv_depth__IBNLCO_05388__AraC__CDS__promoter,1073
cnv_depth__IBNLCO_05388__araC__gene,973
cnv_depth__IBNLCO_05390__Muconate__CDS__promoter,1800
cnv_depth__IBNLCO_05389__HTH__CDS__promoter,747
cnv_depth__IBNLCO_05390__IBNLCO_05390__gene,1931
cnv_depth__IBNLCO_05391__Catechol__CDS__promoter,3283
cnv_depth__IBNLCO_05391__IBNLCO_05391__gene,1676
cnv_depth__IBNLCO_05392__Muconolactone__CDS__promoter,1570
cnv_depth__IBNLCO_05392__IBNLCO_05392__gene,2375
cnv_depth__IBNLCO_05393__IBNLCO_05393__gene,2171
cnv_depth__IBNLCO_05394__IBNLCO_05394__gene,2272
cnv_depth__IBNLCO_05393__Cytochrome__CDS__promoter,714
cnv_depth__IBNLCO_05395__IBNLCO_05395__gene,2179
cnv_depth__IBNLCO_05394__Cytochrome__CDS__promoter,1179
cnv_depth__IBNLCO_05395__Ubiquinol__CDS__promoter,705
cnv_depth__IBNLCO_05396__IBNLCO_05396__gene,1216
cnv_depth__IBNLCO_05396__Ubiquinol__CDS__promoter,1389
cnv_depth__IBNLCO_05398__Transcriptional__CDS__promoter,102
cnv_depth__IBNLCO_05397__NADPH-dependent__CDS__promoter,102
cnv_depth__IBNLCO_05400__NAD-dependent__CDS__promoter,1090
cnv_depth__IBNLCO_05399__Transcriptional__CDS__promoter,4250
cnv_depth__IBNLCO_05400__IBNLCO_05400__gene,3632
cnv_depth__IBNLCO_05401__HTH__CDS__promoter,562
cnv_depth__IBNLCO_05402__IBNLCO_05402__gene,562
cnv_depth__IBNLCO_05403__2-chlorobenzoate__CDS__promoter,562
cnv_depth__IBNLCO_05402__hypothetical__CDS__promoter,641
cnv_depth__IBNLCO_05403__IBNLCO_05403__gene,1946
cnv_depth__IBNLCO_05404__Benzoate/toluate__CDS__promoter,748
cnv_depth__IBNLCO_05404__IBNLCO_05404__gene,2354
cnv_depth__IBNLCO_05405__Benzoate__CDS__promoter,1375
cnv_depth__IBNLCO_05406__IBNLCO_05406__gene__promoter,1249
cnv_depth__IBNLCO_05406__IBNLCO_05406__gene,2329
cnv_depth__IBNLCO_05407__Carboxylesterase__CDS,336
cnv_depth__IBNLCO_05407__Carboxylesterase__CDS__promoter,1136
cnv_depth__IBNLCO_05408__IBNLCO_05408__gene__promoter,746
cnv_depth__IBNLCO_05408__IBNLCO_05408__gene,2180
cnv_depth__IBNLCO_05409__Isochorismatase-like__CDS__promoter,1636
cnv_depth__IBNLCO_05409__IBNLCO_05409__gene,2000
cnv_depth__IBNLCO_05410__hypothetical__CDS__promoter,1629
cnv_depth__IBNLCO_05410__hypothetical__CDS,854
cnv_depth__IBNLCO_05411__IBNLCO_05411__gene__promoter,871
cnv_depth__IBNLCO_05411__IBNLCO_05411__gene,666
cnv_depth__IBNLCO_05412__IBNLCO_05412__gene,1537
cnv_depth__IBNLCO_05412__IBNLCO_05412__gene__promoter,1049
cnv_depth__IBNLCO_05413__IBNLCO_05413__gene,661
cnv_depth__IBNLCO_05413__Metal-dependent__CDS__promoter,979
cnv_depth__IBNLCO_05414__IBNLCO_05414__gene__promoter,2794
cnv_depth__IBNLCO_05415__Acetoacetyl-CoA__CDS,2026
cnv_depth__IBNLCO_05415__IBNLCO_05415__gene__promoter,1176
cnv_depth__IBNLCO_05416__IBNLCO_05416__gene__promoter,1463
cnv_depth__IBNLCO_05416__Fumarate/nitrate__CDS,2335
cnv_depth__IBNLCO_05417__alcohol__CDS,1239
cnv_depth__IBNLCO_05418__DUF3562__CDS,771
cnv_depth__IBNLCO_05417__IBNLCO_05417__gene__promoter,771
cnv_depth__IBNLCO_05418__IBNLCO_05418__gene__promoter,501
cnv_depth__IBNLCO_05419__IBNLCO_05419__gene__promoter,1156
cnv_depth__IBNLCO_05419__DUF3564__CDS,965
cnv_depth__IBNLCO_05420__Metal__CDS,3478
cnv_depth__IBNLCO_05420__IBNLCO_05420__gene__promoter,1052
cnv_depth__IBNLCO_05421__Cytokinin__CDS__promoter,2512
cnv_depth__IBNLCO_05421__Cytokinin__CDS,681
cnv_depth__IBNLCO_05422__IBNLCO_05422__gene__promoter,789
cnv_depth__IBNLCO_05422__STAS__CDS,630
cnv_depth__IBNLCO_05423__IBNLCO_05423__gene__promoter,757
cnv_depth__IBNLCO_05424__hypothetical__CDS,1457
cnv_depth__IBNLCO_05424__IBNLCO_05424__gene__promoter,98
cnv_depth__IBNLCO_05425__hypothetical__CDS,98
cnv_depth__IBNLCO_05426__Adenylyl-sulfate__CDS,3231
cnv_depth__IBNLCO_05425__IBNLCO_05425__gene__promoter,2618
cnv_depth__IBNLCO_05426__IBNLCO_05426__gene__promoter,742
cnv_depth__IBNLCO_05427__Chemotaxis__CDS__promoter,4044
cnv_depth__IBNLCO_05428__NodB-like__CDS__promoter,1694
cnv_depth__IBNLCO_05429__IBNLCO_05429__gene,1034
cnv_depth__IBNLCO_05429__Efflux__CDS__promoter,2111
cnv_depth__IBNLCO_05431__hrtA__gene,471
cnv_depth__IBNLCO_05430__IBNLCO_05430__gene__promoter,2739
cnv_depth__IBNLCO_05431__Putative__CDS__promoter,724
cnv_depth__IBNLCO_05432__ABC3__CDS,1320
cnv_depth__IBNLCO_05433__gnl|Bakta|IBNLCO_05433__CDS,154
cnv_depth__IBNLCO_05432__ABC3__CDS__promoter,154
cnv_depth__IBNLCO_05433__IBNLCO_05433__gene__promoter,1630
cnv_depth__IBNLCO_05434__Universal__CDS,1419
cnv_depth__IBNLCO_05434__Universal__CDS__promoter,1752
cnv_depth__IBNLCO_05435__IBNLCO_05435__gene,1420
cnv_depth__IBNLCO_05435__TetR-family__CDS__promoter,4472
cnv_depth__IBNLCO_05436__Outer__CDS__promoter,703
cnv_depth__IBNLCO_05436__oprM__gene,853
cnv_depth__IBNLCO_05437__HlyD__CDS__promoter,1351
cnv_depth__IBNLCO_05437__HlyD__CDS,821
cnv_depth__IBNLCO_05438__Ribosome-dependent__CDS__promoter,1307
cnv_depth__IBNLCO_05439__IBNLCO_05439__gene__promoter,622
cnv_depth__IBNLCO_05439__Transport__CDS,778
cnv_depth__IBNLCO_05440__IBNLCO_05440__gene__promoter,4040
cnv_depth__IBNLCO_05441__IBNLCO_05441__gene,756
cnv_depth__IBNLCO_05441__IBNLCO_05441__gene__promoter,959
cnv_depth__IBNLCO_05442__DUF1269__CDS__promoter,616
cnv_depth__IBNLCO_05442__DUF1269__CDS,2235
cnv_depth__IBNLCO_05443__hypothetical__CDS,1211
cnv_depth__IBNLCO_05443__IBNLCO_05443__gene__promoter,1499
cnv_depth__IBNLCO_05444__IBNLCO_05444__gene,2740
cnv_depth__IBNLCO_05444__Alcohol__CDS__promoter,999
cnv_depth__IBNLCO_05445__ATP__CDS,808
cnv_depth__IBNLCO_05446__IBNLCO_05446__gene,2153
cnv_depth__IBNLCO_05445__ATP__CDS__promoter,2259
cnv_depth__IBNLCO_05447__IBNLCO_05447__gene,1005
cnv_depth__IBNLCO_05446__hypothetical__CDS__promoter,4338
cnv_depth__IBNLCO_05447__IBNLCO_05447__gene__promoter,329
cnv_depth__IBNLCO_05448__IBNLCO_05448__gene,329
cnv_depth__IBNLCO_05449__IBNLCO_05449__gene,934
cnv_depth__IBNLCO_05448__IBNLCO_05448__gene__promoter,982
cnv_depth__IBNLCO_05450__atpR__gene,220
cnv_depth__IBNLCO_05449__ATP__CDS__promoter,220
cnv_depth__IBNLCO_05451__IBNLCO_05451__gene,1151
cnv_depth__IBNLCO_05450__atpR__gene__promoter,3592
cnv_depth__IBNLCO_05452__IBNLCO_05452__gene,1131
cnv_depth__IBNLCO_05451__ATP__CDS__promoter,4699
cnv_depth__IBNLCO_05453__IBNLCO_05453__gene,1970
cnv_depth__IBNLCO_05452__IBNLCO_05452__gene__promoter,970
cnv_depth__IBNLCO_05453__IBNLCO_05453__gene__promoter,1117
cnv_depth__IBNLCO_05454__IBNLCO_05454__gene__promoter,1340
cnv_depth__IBNLCO_05455__IBNLCO_05455__gene__promoter,730
cnv_depth__IBNLCO_05455__Phosphate__CDS,1560
cnv_depth__IBNLCO_05456__IBNLCO_05456__gene__promoter,1641
cnv_depth__IBNLCO_05456__IBNLCO_05456__gene,723
cnv_depth__IBNLCO_05457__IBNLCO_05457__gene,1668
cnv_depth__IBNLCO_05457__IBNLCO_05457__gene__promoter,4436
cnv_depth__IBNLCO_05458__IBNLCO_05458__gene,1488
cnv_depth__IBNLCO_05458__IBNLCO_05458__gene__promoter,980
cnv_depth__IBNLCO_05459__IBNLCO_05459__gene__promoter,2156
cnv_depth__IBNLCO_05459__IBNLCO_05459__gene,2415
cnv_depth__IBNLCO_05460__IBNLCO_05460__gene,1145
cnv_depth__IBNLCO_05460__IBNLCO_05460__gene__promoter,2374
cnv_depth__IBNLCO_05461__Thymidine__CDS,575
cnv_depth__IBNLCO_05461__Thymidine__CDS__promoter,905
cnv_depth__IBNLCO_05462__Beta-lactoglobulin__CDS__promoter,1438
cnv_depth__IBNLCO_05462__Beta-lactoglobulin__CDS,1717
cnv_depth__IBNLCO_05463__Deoxyribose-phosphate__CDS,1414
cnv_depth__IBNLCO_05463__Deoxyribose-phosphate__CDS__promoter,1402
cnv_depth__IBNLCO_05464__Nucleoside__CDS__promoter,1113
cnv_depth__IBNLCO_05465__Pyridoxamine__CDS,4318
cnv_depth__IBNLCO_05465__IBNLCO_05465__gene__promoter,619
cnv_depth__IBNLCO_05466__yfcG__gene,1572
cnv_depth__IBNLCO_05466__Disulfide-bond__CDS__promoter,4590
cnv_depth__IBNLCO_05467__dmlR__gene__promoter,939
cnv_depth__IBNLCO_05467__dmlR__gene,1507
cnv_depth__IBNLCO_05468__IBNLCO_05468__gene,732
cnv_depth__IBNLCO_05469__Oxidoreductase__CDS__promoter,470
cnv_depth__IBNLCO_05468__IBNLCO_05468__gene__promoter,2063
cnv_depth__IBNLCO_05470__ethA__gene__promoter,1436
cnv_depth__IBNLCO_05470__ethA__gene,1287
cnv_depth__IBNLCO_05471__IBNLCO_05471__gene__promoter,1263
cnv_depth__IBNLCO_05471__Proline__CDS,2248
cnv_depth__IBNLCO_05472__diguanylate__CDS__promoter,2793
cnv_depth__IBNLCO_05472__diguanylate__CDS,4813
cnv_depth__IBNLCO_05473__hypothetical__CDS__promoter,1373
cnv_depth__IBNLCO_05473__IBNLCO_05473__gene,2289
cnv_depth__IBNLCO_05474__gnl|Bakta|IBNLCO_05474__CDS__promoter,2091
cnv_depth__IBNLCO_05474__gnl|Bakta|IBNLCO_05474__CDS,963
